,X,Y,AADT 2015,AADT 2016
1727,-77.44088144,39.39753606,"4,791","4,902"
1728,-77.19729294,39.13902182,"2,123","2,174"
1729,-76.64842612,39.23169039,"12,360","12,621"
1730,-77.28343129,39.23292704,"7,302","7,463"
1731,-76.76466568,39.72095557,"3,953","4,084"
1732,-76.72927351,39.06022642,"5,404","5,525"
1733,-75.75360783,38.67614763,"4,100","4,231"
1734,-76.8774093,38.70028914,"7,042","7,273"
1735,-77.14259928,38.52817768,"1,700","1,761"
1736,-77.2184462,39.14807548,"6,680","6,821"
1737,-75.84864918,39.31152325,"10,420","10,761"
1738,-76.73165846,39.46097566,"1,624","1,665"
1739,-76.96691994,38.8120401,"45,492","45,090"
1740,-77.75026627,39.6494161,"4,717","4,821"
1741,-77.24255263,39.17789058,"32,871","33,502"
1742,-76.99006367,38.52578501,"10,655","10,550"
1743,-77.56384638,39.65593103,"7,075","7,640"
1744,-76.74033079,38.8127345,"6,120","6,291"
1745,-76.35038344,39.44444968,"26,685","27,720"
1746,-76.70189933,38.99430256,"72,920","74,311"
1747,-76.86728032,38.95917861,"11,645","11,730"
1748,-79.30820826,39.50716831,281,292
1749,-77.39059887,39.40550324,192,203
1750,-76.19561332,39.18011756,"4,380","4,521"
1751,-76.23541109,39.4688374,"2,420","2,461"
1752,-76.74634587,39.37082205,"37,745","38,545"
1753,-76.5246925,39.12366911,"13,674","13,955"
1754,-77.48686844,39.42195074,"5,822","5,953"
1755,-76.87939511,38.99599372,"7,024","7,175"
1756,-76.85238815,39.03191457,"1,795","1,730"
1757,-76.72454157,39.15283172,"24,202","24,663"
1758,-75.78744824,38.69639383,"6,513","6,714"
1759,-76.60206031,39.41398183,"4,871","4,982"
1760,-77.0330909,38.99316683,"16,131","16,442"
1761,-76.18358504,39.5660957,953,"1,040"
1762,-76.65792626,39.22434593,"11,823","12,044"
1763,-76.71779418,38.94109452,"67,872","69,090"
1764,-77.20225222,39.14336993,"8,753","8,924"
1765,-77.00286919,38.6483185,"10,952","10,990"
1766,-76.67124405,39.24779068,"28,032","30,050"
1767,-76.89894151,39.09878846,"46,182","47,030"
1768,-76.60550767,39.17631093,"3,535","3,910"
1769,-75.79122388,38.68911483,"4,545","4,860"
1770,-77.10336372,39.01987675,"10,110","10,321"
1771,-76.73619149,38.81488592,"2,050","2,111"
1772,-76.40408635,39.49324117,"10,852","11,550"
1773,-76.62102729,39.09480247,"22,870","23,311"
1774,-76.93998327,38.93913113,"38,873","39,614"
1775,-76.69638141,39.43058979,"10,750","10,961"
1776,-76.34721471,39.44120007,"4,683","4,784"
1777,-76.60790726,39.37834003,"7,093","7,234"
1778,-76.29926342,39.42049496,"5,942","5,340"
1779,-76.46330557,39.23107349,372,383
1780,-77.01730691,39.32440423,"2,815","2,970"
1781,-78.11868274,39.71877592,530,551
1782,-76.86303799,39.39730298,"5,253","5,424"
1783,-76.6327682,39.1534796,"9,723","9,914"
1784,-76.89465605,38.93224317,"80,331","81,862"
1785,-77.02702558,38.99501287,"41,122","37,250"
1786,-76.65185139,39.23287567,"10,360","10,591"
1787,-77.18617679,39.11143313,"5,770","5,891"
1788,-76.64844608,39.72092078,964,"1,005"
1789,-76.58870378,39.12786263,"17,574","17,935"
1790,-75.87510174,39.03040133,"2,595","2,695"
1791,-76.64137618,39.20465877,"1,845","1,960"
1792,-76.95135596,39.31112917,"7,012","7,153"
1793,-76.7174331,39.37935007,"21,271","21,682"
1794,-77.22859492,39.25260853,"2,133","2,184"
1795,-76.54057073,38.98403147,"6,014","6,450"
1796,-76.7261976,39.17519336,"108,450","110,511"
1797,-77.61884631,39.69609188,"4,440","4,581"
1798,-77.71833341,39.64866806,"5,022","5,123"
1799,-76.5841417,38.70246033,323,310
1800,-79.41294741,39.41241798,"2,322","2,403"
1801,-77.32204524,39.27867357,602,613
1802,-76.68786996,39.19301661,"67,421","67,300"
1803,-77.09797539,39.07178434,"13,453","13,714"
1804,-77.58438867,39.64268577,"12,652","14,070"
1805,-76.78057369,38.53519351,"4,400","4,270"
1806,-77.41046625,39.63568268,"1,543","1,584"
1807,-76.41862355,39.69871591,"1,975","1,880"
1808,-76.82601477,39.15980618,"13,700","14,590"
1809,-76.80112238,39.44828324,"3,473","3,554"
1810,-76.92088459,38.95900727,"5,453","5,564"
1811,-76.23771903,39.47641747,"7,102","7,243"
1812,-76.42507334,39.08870838,"1,371","1,402"
1813,-77.03129525,39.04497101,"16,513","16,844"
1814,-76.97823133,38.98489247,"21,241","21,652"
1815,-76.95261922,39.31114775,"1,842","1,883"
1816,-76.80573458,39.6442764,"1,814","1,885"
1817,-76.79086176,39.39433179,"12,612","13,580"
1818,-76.64838054,39.21109823,"2,841","2,902"
1819,-76.97852222,38.97100113,"46,132","51,520"
1820,-77.41099523,39.63396975,"1,893","1,934"
1821,-76.82464874,39.30144713,"23,782","26,320"
1822,-76.94871631,38.81698779,"162,226","157,740"
1823,-75.86225049,39.27276051,"10,530","10,861"
1824,-76.80713252,39.44029051,"1,053","1,074"
1825,-76.67877923,39.15371807,"1,444","1,485"
1826,-76.9360984,38.91904085,"86,192","88,770"
1827,-76.9949159,39.04140378,"65,632","64,180"
1828,-77.28610665,39.23125147,492,523
1829,-76.48511537,38.94884057,"7,744","7,905"
1830,-77.16007233,39.0115097,"12,343","12,584"
1831,-77.41057586,39.43678119,"2,010","2,560"
1832,-76.71102189,39.23400881,"4,025","3,820"
1833,-76.4920616,39.70231159,"1,891","1,952"
1834,-76.15117459,39.50202649,362,373
1835,-75.94113234,38.96675362,501,522
1836,-76.95033321,39.08397129,"18,893","19,254"
1837,-76.94084494,38.83113962,"5,294","5,640"
1838,-76.82332305,39.1546921,"8,905","8,690"
1839,-76.62051286,39.47309413,"6,904","7,055"
1840,-76.64860549,39.42072132,"8,254","8,435"
1841,-76.78848639,39.41242721,"2,691","2,752"
1842,-76.75533324,39.19002013,"9,010","9,181"
1843,-76.90557508,38.89632083,"4,123","4,214"
1844,-76.3735008,39.50049788,"4,894","5,005"
1845,-76.60095983,39.19286752,"1,775","1,830"
1846,-76.61728018,39.20249396,"24,101","24,562"
1847,-76.82611865,39.15858931,"11,380","11,920"
1848,-77.88459232,39.63611351,"2,302","2,320"
1849,-77.69403568,39.64102252,"20,442","22,600"
1850,-76.06470301,39.69848533,432,443
1851,-77.32227928,39.2785969,482,513
1852,-76.14121347,38.34862608,441,452
1853,-76.70455909,38.98994471,"87,700","85,050"
1854,-76.89844423,39.30491549,"1,302","1,343"
1855,-76.07953003,38.76158964,"15,370","15,661"
1856,-77.32527957,39.39505862,312,323
1857,-76.48848315,39.2835816,"3,695","3,540"
1858,-76.74809924,39.18355103,825,820
1859,-76.37203361,39.42394085,"3,964","4,055"
1860,-77.17624595,39.08765369,"1,393","1,424"
1861,-76.99653491,39.07538956,"38,192","38,730"
1862,-77.21759545,39.15983401,"11,243","11,454"
1863,-76.99842598,38.80792105,"22,923","23,364"
1864,-77.07032383,39.34473398,"1,734","1,670"
1865,-76.48591569,38.97887485,"8,303","8,464"
1866,-76.63565149,39.42838846,"154,843","157,081"
1867,-76.63024274,39.05558033,"103,540","124,460"
1868,-76.66075259,39.22548673,"4,805","3,410"
1869,-76.74382426,38.95509645,"3,165","3,180"
1870,-76.06630199,39.21065595,"4,792","4,883"
1871,-77.43313543,39.41527799,"8,980","9,151"
1872,-77.1546388,38.99087706,"10,773","11,004"
1873,-77.11899281,38.58694101,"13,132","12,650"
1874,-77.91892056,39.6487338,"2,765","2,880"
1875,-76.37097996,39.55770309,"10,172","10,363"
1876,-76.50437303,39.29083323,"1,165","1,230"
1877,-77.73663069,39.55494949,"9,712","9,570"
1878,-76.94827591,38.98350505,"8,783","8,954"
1879,-76.64127109,39.45424864,"13,882","15,070"
1880,-76.07037944,38.77411511,"9,762","10,530"
1881,-79.29699769,39.5667624,851,882
1882,-76.30923529,39.45457093,"5,402","5,523"
1883,-77.28360759,39.23231993,602,613
1884,-76.54886158,38.98924287,"22,110","22,531"
1885,-77.21669387,39.11159423,"16,662","17,060"
1886,-76.9550364,38.64693708,"15,002","17,980"
1887,-77.70022533,39.66585126,"18,622","19,880"
1888,-77.01550519,39.32939389,"2,895","2,710"
1889,-76.79480303,39.21089701,"8,484","8,655"
1890,-76.61391013,39.50714088,"2,334","2,395"
1891,-76.59979096,39.40065446,"6,033","6,154"
1892,-76.47517435,39.23997383,91,92
1893,-76.8246693,39.25075564,"124,792","129,190"
1894,-76.5902486,38.75318019,"1,214","1,275"
1895,-77.20364735,39.2600795,"4,093","4,184"
1896,-76.52499331,39.35977036,"29,840","30,411"
1897,-77.32455555,39.27737157,512,523
1898,-76.90137125,39.02878119,"26,643","27,154"
1899,-77.76867267,39.62803696,140,141
1900,-76.70620356,39.16813858,"8,600","8,761"
1901,-75.7619801,38.82891503,"2,235","2,470"
1902,-76.54904616,38.97900441,"1,574","1,340"
1903,-76.98123019,38.97315546,"23,842","22,570"
1904,-76.81812819,39.2462508,"7,600","7,751"
1905,-76.77971486,39.41815042,"2,161","2,212"
1906,-76.18586093,39.59090412,"6,361","6,562"
1907,-77.44004974,39.40277767,"6,923","7,064"
1908,-76.0605227,38.76495598,"37,531","38,322"
1909,-79.30655957,39.64562256,"4,412","4,640"
1910,-76.87360501,38.66104903,"93,592","103,370"
1911,-77.07307402,38.97396663,"2,533","2,584"
1912,-77.01548295,39.3294757,"1,244","1,260"
1913,-76.69450525,38.41668722,"2,111","2,192"
1914,-76.69003862,39.3966715,"7,925","7,510"
1915,-76.66828805,39.4832737,"6,473","6,684"
1916,-76.70981106,38.95570723,"6,004","6,145"
1917,-76.89327187,39.00533306,"36,330","37,021"
1918,-76.43884099,38.37004618,"11,724","11,965"
1919,-77.21630923,38.37898734,72,73
1920,-77.69615548,39.6422744,"6,665","7,600"
1921,-77.47532831,39.37657177,"1,920","1,971"
1922,-77.4107746,39.63604607,"2,293","2,344"
1923,-76.89856887,39.30538147,"5,492","5,613"
1924,-76.62917976,39.45631664,,
1925,-76.13581426,39.57021376,"5,533","5,654"
1926,-77.40425638,39.40049071,"9,282","9,493"
1927,-77.62714453,39.68940676,"3,050","3,151"
1928,-76.83664619,39.46914385,"20,152","20,583"
1929,-76.75514518,38.96958746,"35,311","35,992"
1930,-78.18769584,39.71479416,205,220
1931,-77.02684457,38.52040921,"2,500","2,581"
1932,-76.8799698,38.99543675,"13,424","13,695"
1933,-76.94962775,38.58379838,"39,590","40,341"
1934,-76.61764255,38.82906163,"7,345","7,150"
1935,-76.93318338,38.92119132,"34,665","40,000"
1936,-76.60565043,39.39801191,"3,613","3,694"
1937,-76.45499602,39.31834853,"4,235","4,400"
1938,-76.76647377,39.18212913,"31,942","30,300"
1939,-76.31261165,39.46195183,"72,020","73,391"
1940,-76.5128117,38.96036549,"7,902","7,520"
1941,-76.01318633,39.11996999,301,312
1942,-76.20922916,39.48218875,"6,120","6,241"
1943,-76.51667169,39.29439063,"1,640","1,671"
1944,-76.50117875,39.38154154,"39,732","39,170"
1945,-77.07588954,39.08129638,"33,970","34,621"
1946,-76.58033204,39.10778531,"9,664","9,865"
1947,-77.14479482,39.02201047,"1,913","1,964"
1948,-77.16316789,39.0318016,"3,873","3,944"
1949,-76.93791327,38.97444482,"25,642","24,310"
1950,-76.30917916,39.45481597,"5,732","5,853"
1951,-77.73268044,39.6579092,"1,941","1,982"
1952,-76.4589644,38.34929474,"7,461","7,602"
1953,-76.41487205,39.72109308,854,895
1954,-77.13602688,39.09984449,"11,063","11,274"
1955,-76.94532556,38.50031197,781,812
1956,-77.32474532,39.27729363,462,493
1957,-76.9842335,38.54097475,"42,872","40,000"
1958,-76.71228367,39.23367213,"5,995","6,090"
1959,-76.78952643,39.1804144,"8,220","8,391"
1960,-76.60071775,39.39502397,"14,613","14,894"
1961,-76.74504594,39.31190404,"4,213","3,860"
1962,-76.50461437,39.29579262,663,684
1963,-76.87078478,39.10341557,"14,433","14,714"
1964,-76.3558962,39.56841883,"4,154","4,245"
1965,-76.6712219,38.90795762,"9,415","10,510"
1966,-77.00367935,39.09543429,"13,183","13,434"
1967,-76.52281185,38.9828238,"14,571","14,852"
1968,-76.65669034,38.96216861,"3,691","3,772"
1969,-77.05736003,39.15080192,"8,823","8,994"
1970,-76.2591794,39.59333854,"7,951","8,212"
1971,-76.61284179,39.18310561,"30,701","31,292"
1972,-76.59587949,39.44825563,"5,662","6,160"
1973,-76.08630546,38.77651653,"17,151","17,492"
1974,-76.34734434,39.44133328,"2,393","2,444"
1975,-76.94741952,39.0838187,"5,293","5,404"
1976,-76.82422176,39.27682742,"56,150","57,231"
1977,-76.85426281,39.09911589,"5,471","5,582"
1978,-76.74354897,38.95507858,"2,045","2,080"
1979,-77.32486171,39.27731308,"5,112","5,373"
1980,-76.91485665,38.93942118,"6,864","5,810"
1981,-77.55319497,39.57270048,861,892
1982,-77.42611443,39.42394899,"2,224","1,250"
1983,-76.7464093,39.18265291,375,390
1984,-76.74407198,39.34981548,"10,712","10,943"
1985,-76.14159477,39.52595081,"3,214","3,295"
1986,-76.51692871,39.29262139,"1,740","1,781"
1987,-76.83374219,39.37581206,"5,951","6,072"
1988,-76.64926853,39.14239412,"24,743","25,214"
1989,-77.00807951,39.19103216,"7,693","7,934"
1990,-76.91224137,38.62728394,"40,670","41,441"
1991,-76.98557844,38.96851477,"20,811","21,212"
1992,-76.90416081,38.93287734,"45,971","46,852"
1993,-76.49506948,38.98094769,"11,091","11,302"
1994,-76.59108807,39.39452578,"13,102","13,363"
1995,-75.76280421,38.69774315,"1,525","1,450"
1996,-76.6592184,39.21797296,"8,842","9,033"
1997,-77.16810697,39.13271997,"7,363","7,524"
1998,-76.73430995,39.38815352,"12,943","13,194"
1999,-76.08408156,39.22059312,"4,511","4,592"
2000,-76.76516613,39.46767033,"2,794","2,855"
2001,-77.37774895,39.40294844,"6,192","6,323"
2002,-76.71407311,39.32421144,"2,703","2,754"
2003,-77.80981969,39.62867719,"1,605","2,030"
2004,-77.12854241,39.03125354,"4,224","4,315"
2005,-75.71366767,38.56541623,"1,101","1,142"
2006,-77.88330656,39.71075444,"1,921","1,982"
2007,-76.51321877,39.3711177,"4,490","4,220"
2008,-75.9960227,39.13752021,230,251
2009,-76.87590514,39.18262666,"8,704","8,885"
2010,-77.01733239,39.32430084,"3,884","3,980"
2011,-76.757733,39.14340218,"2,253","2,294"
2012,-75.93880103,38.74548663,"8,260","8,521"
2013,-76.68841437,39.39650032,"4,764","4,360"
2014,-76.74485371,39.34789084,"8,502","8,683"
2015,-76.71382702,38.95648582,"1,594","1,635"
2016,-75.86442765,39.2658671,650,661
2017,-76.73935383,38.81115137,"35,822","44,820"
2018,-76.41732709,39.02061458,"74,762","76,193"
2019,-76.49427303,38.95072065,"33,290","33,921"
2020,-75.81776572,38.91046945,"7,823","8,064"
2021,-76.73517174,39.3447056,"8,213","8,374"
2022,-76.87752866,38.95236135,"2,843","2,894"
2023,-79.3698392,39.58707809,"3,531","3,642"
2024,-76.85399122,38.94438835,"10,400","10,611"
2025,-79.41097239,39.661192,375,360
2026,-76.7655123,38.80984454,862,883
2027,-76.52002091,39.12450445,"1,364","1,340"
2028,-76.6282596,39.27369216,"76,320","77,781"
2029,-76.61828564,39.29574439,"5,413","5,524"
2030,-76.90807233,39.70145029,"13,962","13,610"
2031,-77.41149347,39.38273981,"14,000","14,291"
2032,-76.53410742,38.69771721,"9,694","9,895"
2033,-76.66446536,39.36617181,"1,953","1,994"
2034,-77.10221753,39.01789538,"12,994","13,275"
2035,-77.24277301,39.16893976,"175,364","179,475"
2036,-77.08716083,39.07952606,"6,353","6,484"
2037,-76.49847105,39.35119673,"9,480","9,681"
2038,-78.15249965,39.69519307,"2,345","2,260"
2039,-76.67547194,39.59273696,432,420
2040,-77.53622199,39.45614755,"3,320","3,522"
2041,-76.49117203,39.01317293,"2,535","17,440"
2042,-75.19484141,38.38984196,"10,234","10,575"
2043,-75.20227863,38.39102996,"3,664","3,785"
2044,-76.61879638,39.27994888,"63,965","61,910"
2045,-76.53890636,39.28392346,"1,373","1,404"
2046,-77.06371537,39.19054076,"1,733","1,794"
2047,-79.405115,39.4062497,"13,192","13,460"
2048,-76.84653383,38.8989005,"6,424","6,565"
2049,-76.33315601,39.42883201,"14,845","15,690"
2050,-76.96229582,39.06277569,"1,823","1,874"
2051,-76.81422402,39.1378514,"3,485","3,480"
2052,-77.21540953,39.14909866,"6,380","6,521"
2053,-76.89765571,39.00509492,"13,973","14,264"
2054,-76.55492577,39.28646461,"3,872","4,070"
2055,-76.93308156,39.46507939,"11,240","11,451"
2056,-76.97850477,39.56289669,"30,860","31,451"
2057,-76.69375306,39.35956031,"1,813","1,864"
2058,-77.19013814,39.16931983,"9,333","9,524"
2059,-77.16117435,39.13145849,"1,513","1,544"
2060,-77.73061387,39.41347358,650,661
2061,-76.83222041,38.99092816,"38,750","39,481"
2062,-76.51442124,39.15667145,"1,794","1,855"
2063,-76.82650254,39.18180363,"18,001","18,342"
2064,-76.5534199,39.28395743,"74,041","74,891"
2065,-76.60921047,39.37079553,"5,593","5,704"
2066,-76.59796016,39.36537859,"1,313","1,344"
2067,-77.11505967,38.98474305,"13,663","13,934"
2068,-76.61552086,39.20257061,"4,020","4,101"
2069,-77.80916919,39.63173308,"2,455","1,840"
2070,-76.7570538,38.99169788,"1,043","1,064"
2071,-77.07796941,39.10913328,"2,254","2,315"
2072,-76.57639161,39.33819202,"6,433","6,564"
2073,-76.51462153,39.37109803,"5,300","5,650"
2074,-76.57661082,39.29847558,"2,533","2,584"
2075,-76.48832476,39.33337472,"5,225","5,540"
2076,-76.88173527,38.76253799,"88,351","90,032"
2077,-76.61133374,39.29502378,"5,332","5,443"
2078,-75.65942997,38.36989654,992,"1,013"
2079,-76.88424279,38.7679754,"3,291","3,352"
2080,-76.62759632,39.26770896,"33,793","34,514"
2081,-76.66633049,39.39887117,"12,174","12,425"
2082,-75.91418752,38.59907706,"5,695","6,070"
2083,-77.1191429,39.01506742,"2,454","2,505"
2084,-76.42270321,39.37466378,"2,282","2,333"
2085,-77.58138261,39.35644896,"2,902","2,993"
2086,-77.14132631,39.08083199,"1,720","1,761"
2087,-76.48108104,39.30600772,"29,840","30,411"
2088,-77.20630762,39.11632148,"17,713","18,064"
2089,-76.62809143,38.9214638,"6,044","6,245"
2090,-75.92543539,38.59946346,"1,981","2,052"
2091,-76.65116747,39.28496926,"5,370","5,481"
2092,-75.09617992,38.33382195,"34,421","35,152"
2093,-76.54624984,38.5021427,"37,351","38,532"
2094,-77.07859016,39.00431766,"3,314","3,220"
2095,-76.55129737,39.30199355,"3,170","3,231"
2096,-76.56290481,39.16215688,"2,534","2,595"
2097,-76.84052322,39.23909625,"6,045","6,165"
2098,-77.74006066,39.69902142,345,390
2099,-77.05411894,38.99576549,"9,873","10,064"
2100,-77.01541807,39.01507555,"10,885","11,250"
2101,-77.04596817,39.01549312,"9,690","9,881"
2102,-76.71123828,39.29990503,"8,425","8,610"
2103,-76.47226074,39.02127224,"7,355","7,480"
2104,-78.09655564,39.68254021,124,190
2105,-75.15394067,38.28265758,"8,112","8,840"
2106,-75.2180836,38.42944577,"4,754","4,925"
2107,-77.17672144,39.12414969,"3,951","4,032"
2108,-76.56189329,39.30177411,"2,180","2,231"
2109,-76.59916981,39.36456677,"1,363","1,404"
2110,-76.77592659,39.10986585,"1,672","1,713"
2111,-76.87718567,38.88814556,"7,753","7,904"
2112,-77.53195525,39.35874985,"1,595",420
2113,-79.2897671,39.43517276,"4,012","4,143"
2114,-79.24641736,39.68981422,105,100
2115,-76.9663739,38.95240469,"38,194","38,935"
2116,-76.79386475,38.90212921,"20,333","20,724"
2117,-76.74999115,38.81330715,"2,835","2,650"
2118,-77.27507299,39.21443265,"1,790","1,821"
2119,-76.28007821,38.4769676,632,653
2120,-77.17258058,39.04036321,"4,963","5,064"
2121,-76.61969296,39.29335312,"1,663","1,704"
2122,-76.89375433,38.92987466,151,152
2123,-76.70409275,39.35902843,"8,443","8,604"
2124,-76.51711364,38.49218604,"26,421","27,262"
2125,-76.58752072,39.23118328,"5,802","5,700"
2126,-76.75864236,39.09221799,"4,633","4,724"
2127,-76.90460661,38.84909798,"8,293","8,454"
2128,-76.74009402,38.98705351,491,512
2129,-76.58000202,39.30744766,"1,351","1,382"
2130,-77.65017956,39.55335964,561,582
2131,-76.71670086,38.95731979,"2,524","2,575"
2132,-75.93056937,38.96593053,631,642
2133,-77.35591096,39.32417892,"4,662","4,773"
2134,-76.69412374,39.35216912,"1,223","1,264"
2135,-77.06105782,39.17230061,"3,471","3,532"
2136,-76.87460365,38.60669275,"32,932","33,355"
2137,-77.08877113,38.97716479,"13,712","13,983"
2138,-76.90106488,38.79813316,"134,912","139,720"
2139,-76.47591951,39.02238673,344,270
2140,-76.60832491,39.24097026,"10,093","10,294"
2141,-76.73972707,38.62108588,"5,612","5,793"
2142,-77.25183987,39.10620999,"5,583","5,694"
2143,-75.20735874,38.3794365,334,355
2144,-76.53216833,39.28831371,"2,062","2,103"
2145,-77.04210782,39.00879147,"11,760","11,991"
2146,-77.17932958,39.13750156,"5,663","5,774"
2147,-76.75584517,39.40262592,"33,380","34,021"
2148,-76.48907894,39.01284252,"8,285","3,610"
2149,-76.53314519,38.98833763,"6,502","6,643"
2150,-78.76688377,39.63597684,"16,632","15,950"
2151,-76.89768854,38.78777318,"10,173","10,364"
2152,-75.89982927,39.19870669,"2,201","2,272"
2153,-76.79597269,39.12705005,"5,953","6,074"
2154,-76.58230554,39.33130798,"6,700","6,831"
2155,-77.02238898,38.98272471,"10,931","11,142"
2156,-77.53174913,39.36009956,"1,354","1,220"
2157,-76.56746382,39.01484085,"3,404","3,475"
2158,-76.5544926,39.27966212,"7,612","7,490"
2159,-75.91335697,38.59684343,"1,853","1,914"
2160,-76.71611741,39.09149086,"4,093","4,184"
2161,-76.67315453,39.26655074,"1,933","1,974"
2162,-77.01563676,39.35404846,"10,621","10,962"
2163,-76.76977728,39.11973289,"5,150","5,241"
2164,-76.59808107,39.31758942,"3,822","3,903"
2165,-77.68596599,39.6184538,"20,110","20,491"
2166,-75.95297129,39.63474984,"1,742","1,783"
2167,-76.46838341,39.10608941,"3,934","4,025"
2168,-78.12851467,39.69151167,155,160
2169,-77.07700544,39.005147,"16,054","16,920"
2170,-76.50515922,38.89192319,"1,662","1,693"
2171,-76.98028096,38.68944251,"9,711","9,892"
2172,-76.54985322,39.34955518,"3,593","3,664"
2173,-77.03079312,38.99494605,"6,893","7,034"
2174,-77.72881067,39.60637715,"2,420","2,471"
2175,-76.93847826,39.00106052,"48,410","49,331"
2176,-76.75779622,39.0905194,"5,613","5,724"
2177,-76.99698466,38.99916107,"28,591","29,142"
2178,-77.18070621,38.97361344,"1,543","1,574"
2179,-76.56184856,39.26623462,"122,135","130,183"
2180,-76.55856252,39.26798115,"4,762","4,873"
2181,-77.15670276,38.98988263,"6,143","6,274"
2182,-77.12076705,39.04890378,"23,650","24,101"
2183,-76.59401135,39.13105479,"34,851","35,522"
2184,-79.34821857,39.29210419,"1,274","1,325"
2185,-76.63520501,39.353418,453,464
2186,-76.74226344,38.95803413,"2,383","2,434"
2187,-75.53719919,38.37131279,"1,614","1,630"
2188,-76.97567644,38.98365389,"38,901","39,642"
2189,-75.621015,38.38625884,"18,901","19,262"
2190,-76.8622877,39.61503948,"13,200","13,451"
2191,-77.81555452,39.58692756,880,901
2192,-75.16870111,38.35506292,"19,194","19,615"
2193,-76.52705204,38.98916203,"134,293","139,490"
2194,-76.9776245,39.01560462,"82,810","84,381"
2195,-76.76795554,39.24720569,"2,121","2,162"
2196,-75.56504692,38.07777757,"1,021","1,052"
2197,-76.91448649,38.88604657,"4,921","5,022"
2198,-76.91266391,39.36553275,272,283
2199,-77.12752227,38.9678855,"15,904","16,235"
2200,-76.78062436,39.01078339,232,243
2201,-76.74339404,39.37860781,"195,062","187,900"
2202,-76.95090862,38.8242369,"5,763","5,884"
2203,-76.32205713,38.97781732,"24,431","25,192"
2204,-77.6567847,39.64015411,"9,443","9,624"
2205,-76.65943489,39.29519663,"1,073","1,104"
2206,-77.18320012,39.09261992,"21,623","22,044"
2207,-76.69006593,38.99330495,"2,834","2,895"
2208,-75.83258774,38.56307151,"2,613","2,704"
2209,-76.61847471,39.34061859,"4,151","4,242"
2210,-77.58160444,39.3565226,562,583
2211,-76.75380584,39.14020952,"2,061","2,102"
2212,-76.68387711,39.34264426,"10,093","10,294"
2213,-76.83763897,38.89154763,"18,910","19,271"
2214,-76.99145354,39.01820722,"215,924","208,596"
2215,-79.10920518,39.69501624,"3,832","3,953"
2216,-77.4103339,39.38418196,"8,730","8,921"
2217,-76.58314038,38.70253796,"8,653","8,914"
2218,-76.65291593,39.30505829,"2,192","2,233"
2219,-76.41658902,39.35846874,460,471
2220,-76.81929664,38.81226312,"53,201","54,222"
2221,-76.49930594,38.23653433,"3,861","3,982"
2222,-76.60799458,39.24305027,"7,643","7,794"
2223,-76.89861698,38.78291811,"18,773","19,144"
2224,-75.86795581,39.1860443,"3,651","3,762"
2225,-76.6276746,39.31484562,"133,661","136,462"
2226,-76.66157215,39.46991525,"13,351","13,632"
2227,-77.05827814,38.63397656,"26,090","26,581"
2228,-76.08497326,38.54903992,"4,681","4,762"
2229,-76.07774665,38.55948042,"1,132","1,153"
2230,-76.85059062,39.61562593,"2,612","2,673"
2231,-76.74563027,39.15715238,"5,235","5,280"
2232,-76.76488361,39.35762975,"9,342","9,533"
2233,-76.84637214,38.48426612,"5,542","5,723"
2234,-78.79394306,39.66887316,"15,461","15,762"
2235,-75.40655695,38.05279109,830,861
2236,-78.18532872,39.70860079,"48,113","50,524"
2237,-76.73174254,39.17212145,"9,590","9,771"
2238,-76.65041624,39.36175607,"10,465","9,440"
2239,-76.54745299,38.46403418,"2,960","2,790"
2240,-76.50885309,39.16055309,382,393
2241,-76.41084529,38.38142913,"5,474","5,595"
2242,-76.72194932,38.81280278,"49,602","50,153"
2243,-78.96921001,39.68476681,425,440
2244,-76.92848585,39.11186161,"4,313","4,394"
2245,-76.81128894,39.13970639,"8,735","8,860"
2246,-75.20056975,38.36228072,"1,471","1,522"
2247,-75.07830715,38.34639676,"11,881","12,132"
2248,-76.91612529,38.81805895,"4,295","4,385"
2249,-76.54254899,38.99304963,"29,190","29,751"
2250,-76.61104306,39.30280886,"8,373","8,534"
2251,-76.62478022,39.31319971,"2,084","2,145"
2252,-76.91140218,38.83916028,"7,793","7,944"
2253,-79.2818689,39.43048244,"2,285","2,350"
2254,-76.62311086,39.31684835,"3,933","4,014"
2255,-76.67931859,39.21286082,"7,662","7,813"
2256,-76.64595997,39.29879676,"4,972","5,063"
2257,-75.41792996,38.14304876,"7,712","8,230"
2258,-76.89320412,38.9959375,"48,970","49,911"
2259,-77.69431746,39.61597178,"15,961","16,262"
2260,-76.90051627,38.93283312,"8,053","8,214"
2261,-76.85690225,39.20772936,"6,514","6,440"
2262,-77.40776011,39.63209249,"1,382","1,423"
2263,-76.44859022,38.36991905,"25,391","26,202"
2264,-77.11991748,39.01642771,"2,824","2,885"
2265,-77.14718788,39.02828701,"16,713","17,034"
2266,-76.60301475,39.14109843,0,
2267,-77.44068473,39.38918753,"13,534","13,805"
2268,-77.63978661,39.33933785,221,242
2269,-76.80032982,38.94444656,"130,610","139,050"
2270,-76.4762535,39.02179218,"8,154","2,700"
2271,-76.60736812,39.2937718,"11,572","11,660"
2272,-76.87694522,38.9663248,"2,791","2,852"
2273,-75.55025631,38.07606389,"4,575","4,735"
2274,-76.89504231,38.78284272,"2,921","2,982"
2275,-76.96129169,39.14651601,"4,363","4,494"
2276,-76.70865563,39.30164002,"17,420","17,791"
2277,-76.66036927,39.26930291,"5,483","5,604"
