,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,260 ,,,283 ,,,,0 ,,,,0 ,,,272 ,,,,,,272 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23: 00,,,,,0 ,,,,,,,0 ,,,,,,0 ,,,,166 ,,,208 ,,,,0 ,,,,0 ,,,187 ,,,,,,187 ,,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total :,,,,,,,0 ,,,,,,0 ,,,,,0 ,,,"8,783 ",,,,"8,831 ",,,,0 ,,,,0 ,,,"8,807 ",,,,,,"8,807 ",,0 ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMPeak Period HR. ,,,,,,,,,,,,,,,,,,,,,,8:00,,,,8:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6AM to 12PM CT. ,,,,,,,,,,,,,,,,,,,,,,541 ,,,,542 ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PMPeak Period HR.,,,,,,,,,,,,,,,,,,,,,,17:00,,,,17:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12PM to 6PM CT. ,,,,,,,,,,,,,,,,,,,,,,579 ,,,,585 ,,,,,,,,,,,,,,,,,,,,,,,,
,Date:  5/22/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,*** Summary of Total Report ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Beginning Hour ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sun,,,,,,Mon,,,,,,,Tue,,,,Wed,,,Thu,,,,,Fri,,,Sat,,,,,Daily Avg,,,,Weekday Avg,,,Weekend Avg,,,,,
,,,0: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,236 ,,,,147 ,,,,,0 ,,,,0 ,,,,,192 ,,,,192 ,,,0 ,,,
,,,1: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,188 ,,,,139 ,,,,,0 ,,,,0 ,,,,,164 ,,,,164 ,,,0 ,,,
,,,2: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,117 ,,,,68 ,,,,,0 ,,,,0 ,,,,,93 ,,,,93 ,,,0 ,,,
,,,3: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,61 ,,,,45 ,,,,,0 ,,,,0 ,,,,,53 ,,,,53 ,,,0 ,,,
,,,4: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,77 ,,,,60 ,,,,,0 ,,,,0 ,,,,,69 ,,,,69 ,,,0 ,,,
,,,5: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,204 ,,,,233 ,,,,,0 ,,,,0 ,,,,,219 ,,,,219 ,,,0 ,,,
,,,6: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,571 ,,,,543 ,,,,,0 ,,,,0 ,,,,,557 ,,,,557 ,,,0 ,,,
,,,7: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,935 ,,,,894 ,,,,,0 ,,,,0 ,,,,,915 ,,,,915 ,,,0 ,,,
,,,8: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,"1,008 ",,,,972 ,,,,,0 ,,,,0 ,,,,,990 ,,,,990 ,,,0 ,,,
,,,9: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,924 ,,,,938 ,,,,,0 ,,,,0 ,,,,,931 ,,,,931 ,,,0 ,,,
,,,10: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,980 ,,,,991 ,,,,,0 ,,,,0 ,,,,,986 ,,,,986 ,,,0 ,,,
,,,11: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,"1,131 ",,,,"1,109 ",,,,,0 ,,,,0 ,,,,,"1,120 ",,,,"1,120 ",,,0 ,,,
,,,12: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,941 ,,,,"1,155 ",,,,,0 ,,,,0 ,,,,,"1,048 ",,,,"1,048 ",,,0 ,,,
,,,13: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,"1,105 ",,,,"1,173 ",,,,,0 ,,,,0 ,,,,,"1,139 ",,,,"1,139 ",,,0 ,,,
,,,14: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,"1,143 ",,,,"1,169 ",,,,,0 ,,,,0 ,,,,,"1,156 ",,,,"1,156 ",,,0 ,,,
,,,15: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,"1,133 ",,,,"1,103 ",,,,,0 ,,,,0 ,,,,,"1,118 ",,,,"1,118 ",,,0 ,,,
,,,16: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,"1,195 ",,,,"1,067 ",,,,,0 ,,,,0 ,,,,,"1,131 ",,,,"1,131 ",,,0 ,,,
,,,17: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,"1,169 ",,,,"1,135 ",,,,,0 ,,,,0 ,,,,,"1,152 ",,,,"1,152 ",,,0 ,,,
,,,18: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,"1,045 ",,,,"1,143 ",,,,,0 ,,,,0 ,,,,,"1,094 ",,,,"1,094 ",,,0 ,,,
,,,19: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,993 ,,,,991 ,,,,,0 ,,,,0 ,,,,,992 ,,,,992 ,,,0 ,,,
,,,20: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,904 ,,,,871 ,,,,,0 ,,,,0 ,,,,,888 ,,,,888 ,,,0 ,,,
,,,21: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,671 ,,,,733 ,,,,,0 ,,,,0 ,,,,,702 ,,,,702 ,,,0 ,,,
,,,22: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,478 ,,,,526 ,,,,,0 ,,,,0 ,,,,,502 ,,,,502 ,,,0 ,,,
,,,23: 00,,,,0 ,,,,,,0 ,,,,,,,0 ,,,,326 ,,,,322 ,,,,,0 ,,,,0 ,,,,,324 ,,,,324 ,,,0 ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total:,,,,0 ,,,,,,0 ,,,,,,,,0 ,,,,"17,535 ",,,,"17,527 ",,,,,0 ,,,0 ,,,,,"17,531 ",,,,"17,531 ",,,0 ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMPeak Period HR.: ,,,,,,,,,,,,,,,,,,,,,,,11:00,,,,11:00,,,,,,,,,,,,,,,,,,,,,,,
,,6AM to 12PM CT.: ,,,,,,,,,,,,,,,,,,,,,,,"1,131 ",,,,"1,109 ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PMPeak Period HR.,,,,,,,,,,,,,,,,,,,,,,,16:00,,,,13:00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12PM to 6PM CT. ,,,,,,,,,,,,,,,,,,,,,,,1195 ,,,,1173 ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
